time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-09-18T22:44:51.000Z,61.5496,-141.0607,8.3,2,ml,,,,0.26,ak,ak11395621,2014-09-18T23:34:49.833Z,"179km E of Chitina, Alaska",earthquake
2014-09-18T22:29:13.060Z,38.6836,48.8359,47.8,4.5,mb,,44,4.547,1.22,us,usb000se4x,2014-10-05T23:38:46.000Z,"7km S of , Azerbaijan",earthquake
2014-09-18T22:14:35.100Z,18.5373,-65.0162,96,2.1,Md,4,234,0.1940361,0.25,pr,pr14261014,2014-09-19T00:12:18.018Z,"23km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-09-18T22:00:17.000Z,61.247,-152.5724,16.5,1.4,ml,,,,0.38,ak,ak11395616,2014-09-18T22:43:16.985Z,"85km N of Redoubt Volcano, Alaska",earthquake
2014-09-18T21:43:35.520Z,64.5674,-17.7245,7.88,4.5,mb,,83,1.56,0.87,us,usb000sh23,2014-10-07T02:40:53.000Z,"125km S of Akureyri, Iceland",earthquake
2014-09-18T21:43:22.360Z,38.8063333,-122.8116667,2.88,0.52,md,20,102,0.01289,0.03,nc,nc72301721,2014-09-19T20:15:08.612Z,"5km NW of The Geysers, California",earthquake
2014-09-18T21:37:16.900Z,19.4092,-155.2748,1.2,1.7,Md,,43.2,0.00898315,0.19,hv,hv60773996,2014-09-18T21:43:08.742Z,"4km WSW of Volcano, Hawaii",earthquake
2014-09-18T21:32:32.260Z,34.4044,70.1119,32.33,4.3,mb,,128,0.893,0.74,us,usb000se4j,2014-10-05T23:26:03.000Z,"30km SSW of Mehtar Lam, Afghanistan",earthquake
2014-09-18T21:31:44.990Z,-30.919,-178.7568,67.32,4.3,mb,,163,1.816,0.61,us,usb000sh22,2014-10-07T02:21:38.000Z,"58km NNE of L'Esperance Rock, New Zealand",earthquake
2014-09-18T21:25:12.890Z,36.0251667,-120.5901667,5.07,0.24,md,15,157,0.04382,0.05,nc,nc72301706,2014-09-26T03:25:36.800Z,"24km WSW of Coalinga, California",earthquake
2014-09-18T21:19:30.470Z,38.7584991,-122.7191696,1.97,1.12,md,14,94,0.01482,0.06,nc,nc72301701,2014-09-19T00:39:07.730Z,"3km ESE of The Geysers, California",earthquake
2014-09-18T21:17:44.730Z,38.7911682,-122.7456665,0.41,0.53,md,7,101,0.01056,0.01,nc,nc72301696,2014-09-18T21:41:06.951Z,"1km NNE of The Geysers, California",earthquake
2014-09-18T21:14:35.810Z,36.9265,-121.5203333,7.36,1.45,md,47,63,0.05896,0.22,nc,nc72301691,2014-09-20T00:39:07.296Z,"9km SSE of Gilroy, California",earthquake
2014-09-18T21:12:14.080Z,33.2346667,-116.0651667,10.19,1.73,ml,51,77,0.08044,0.22,ci,ci37041743,2014-09-18T22:45:36.440Z,"12km SW of Salton City, California",earthquake
2014-09-18T20:57:37.710Z,36.1213333,-117.8093333,0.01,1.03,ml,8,133,0.03702,0.17,ci,ci37269304,2014-09-19T19:07:01.053Z,"52km N of Inyokern, California",quarry_blast
2014-09-18T20:46:51.630Z,38.8131676,-122.7961655,3.16,0.46,md,11,122,0.005236,0.02,nc,nc72301686,2014-09-18T23:41:05.222Z,"5km NW of The Geysers, California",earthquake
2014-09-18T20:43:53.240Z,36.7515,-121.595,0.01,1.6,md,36,57,0.02725,0.09,nc,nc72301681,2014-09-19T20:39:11.640Z,"7km ESE of Prunedale, California",quarry_blast
2014-09-18T20:41:13.000Z,63.0895,-149.7983,3,2.3,ml,,,,0.97,ak,ak11395520,2014-09-18T21:55:08.726Z,"54km SW of Cantwell, Alaska",earthquake
2014-09-18T20:26:18.000Z,60.6008,-142.8394,20.1,1.7,ml,,,,0.8,ak,ak11395515,2014-09-18T21:01:16.476Z,"63km NNW of Cape Yakataga, Alaska",earthquake
2014-09-18T20:04:44.400Z,-25.4912,-70.9393,24.3,4.1,ml,,143,0.722,1.01,us,usb000se3a,2014-10-02T16:00:18.000Z,"46km WSW of Taltal, Chile",earthquake
2014-09-18T19:52:32.000Z,36.2725,-97.2529,3.288,3.2,ml,,60,,0.46,us,usb000se35,2014-10-02T16:04:39.000Z,"3km ESE of Perry, Oklahoma",earthquake
2014-09-18T19:48:17.280Z,-20.8232,-174.0529,10,4.7,mb,,105,4.252,1.79,us,usb000sh20,2014-10-02T16:25:05.000Z,"108km ENE of `Ohonua, Tonga",earthquake
2014-09-18T19:46:20.670Z,38.2323333,-122.3341667,7.89,1.31,md,27,64,0.02372,0.09,nc,nc72301676,2014-09-20T04:19:05.498Z,"8km SSW of Napa, California",earthquake
2014-09-18T19:40:53.810Z,38.8240013,-122.8311691,2.53,1.03,md,20,49,0.003143,0.02,nc,nc72301671,2014-09-18T20:08:01.831Z,"8km NW of The Geysers, California",earthquake
2014-09-18T19:34:36.000Z,65.1407,-148.9904,16.3,1.6,ml,,,,0.77,ak,ak11395506,2014-09-18T21:01:17.887Z,"56km NW of Ester, Alaska",earthquake
2014-09-18T19:31:47.960Z,33.8635,-117.5016667,0.01,1.46,ml,39,82,0.0509,0.16,ci,ci37269296,2014-09-18T20:35:11.660Z,"2km SE of Home Gardens, California",quarry_blast
2014-09-18T19:28:38.491Z,39.6574,-119.306,7.1584,0.54,ml,3,324.21,0.081,0.0784,nn,nn00460874,2014-09-24T18:36:27.526Z,"7km NW of Fernley, Nevada",earthquake
2014-09-18T19:27:43.960Z,38.7583351,-122.7328339,2.49,1.33,md,19,68,0.01072,0.04,nc,nc72301666,2014-09-18T22:13:05.674Z,"2km SE of The Geysers, California",earthquake
2014-09-18T19:24:06.000Z,60.181,-151.8265,31.6,2.3,ml,,,,0.83,ak,ak11395501,2014-09-18T20:13:40.084Z,"35km SW of Cohoe, Alaska",earthquake
2014-09-18T19:13:36.880Z,38.8390007,-122.8395004,2.39,0.9,md,19,67,0.003161,0.02,nc,nc72301661,2014-09-18T21:44:07.286Z,"9km NW of The Geysers, California",earthquake
2014-09-18T19:05:40.000Z,48.4743,-123.2685,19.8,0.7,Md,,115.2,0.07186522,0.09,uw,uw60882566,2014-09-18T21:40:32.805Z,"8km ENE of Victoria, Canada",earthquake
2014-09-18T18:59:29.027Z,39.2392,-120.1022,7.4335,0.07,ml,5,166.79,0.037,0.0933,nn,nn00460873,2014-09-24T18:36:20.523Z,"4km W of Tahoe Vista, California",earthquake
2014-09-18T18:54:46.200Z,19.382,-155.2442,2.3,2.1,Ml,,79.2,0.00898315,0.06,hv,hv60773861,2014-09-19T19:29:20.323Z,"5km S of Volcano, Hawaii",earthquake
2014-09-18T18:51:33.500Z,19.3815,-155.2428,2.4,2.5,Ml,,82.8,0.00898315,0.08,hv,hv60773856,2014-09-19T19:24:53.591Z,"5km S of Volcano, Hawaii",earthquake
2014-09-18T18:47:42.000Z,65.6471,-145.0673,0.1,2.4,ml,,,,0.68,ak,ak11395457,2014-09-18T20:13:38.829Z,"26km NW of Circle Hot Springs Station, Alaska",earthquake
2014-09-18T18:42:33.000Z,64.5097,-149.4716,13.9,1.6,ml,,,,0.56,ak,ak11395319,2014-09-18T21:55:09.484Z,"18km WSW of North Nenana, Alaska",earthquake
2014-09-18T18:34:24.930Z,44.4935,-110.558,4.09,1.91,md,6,131,0.06044,0.06,uu,uu60085617,2014-09-19T17:44:33.130Z,"21km E of Old Faithful Geyser, Wyoming",earthquake
2014-09-18T18:27:37.480Z,37.5033333,-122.4041667,2.21,0.91,md,8,130,0.0165,0.01,nc,nc72301651,2014-09-26T03:20:04.080Z,"4km NNE of Half Moon Bay, California",earthquake
2014-09-18T18:23:18.200Z,19.3832,-155.2402,3.4,1.7,Ml,,90,0.00898315,0.15,hv,hv60773831,2014-09-18T18:29:08.915Z,"5km S of Volcano, Hawaii",earthquake
2014-09-18T18:19:49.800Z,46.9695,-122.2488,0,0.9,Md,,230.4,0.02694946,0.19,uw,uw60882536,2014-09-18T18:26:57.669Z,"9km SSE of Graham, Washington",quarry
2014-09-18T18:14:15.500Z,-20.2284,-70.8784,13.11,4.5,mb,,143,0.735,1.03,us,usb000sh1z,2014-10-02T19:46:12.000Z,"76km W of Iquique, Chile",earthquake
2014-09-18T18:07:04.000Z,63.5848,-150.5664,8.6,0.6,ml,,,,0.25,ak,ak11395314,2014-09-18T21:55:08.036Z,"83km WNW of Cantwell, Alaska",earthquake
2014-09-18T18:04:56.000Z,64.5172,-150.9051,15.5,1.6,ml,,,,0.62,ak,ak11395313,2014-09-18T19:14:00.547Z,"55km SSW of Manley Hot Springs, Alaska",earthquake
2014-09-18T18:02:10.800Z,48.4258,-123.1267,18.7,0.7,Md,,129.6,0.13474729,0.07,uw,uw60882521,2014-09-18T18:55:06.677Z,"14km SW of Friday Harbor, Washington",earthquake
2014-09-18T17:57:04.430Z,-5.358,152.0329,52.49,4.5,mb,,128,1.166,0.91,us,usb000sh25,2014-10-02T20:17:22.000Z,"114km SSW of Kokopo, Papua New Guinea",earthquake
2014-09-18T17:55:27.030Z,40.5266667,-124.2671667,24.72,2.04,md,16,207,0.07403,0.08,nc,nc72301646,2014-09-26T04:46:10.148Z,"5km S of Ferndale, California",earthquake
2014-09-18T16:55:32.550Z,33.1425,-116.5493333,9.12,1.44,ml,42,39,0.0735,0.2,ci,ci37269288,2014-09-18T20:42:05.620Z,"8km NE of Julian, California",earthquake
2014-09-18T16:42:18.050Z,38.838665,-122.8280029,2.54,1.62,md,27,53,0.005845,0.02,nc,nc72301636,2014-09-18T20:16:07.763Z,"9km WNW of Cobb, California",earthquake
2014-09-18T16:37:32.000Z,65.1418,-148.8959,13.8,1.5,ml,,,,0.17,ak,ak11395276,2014-09-18T17:03:52.307Z,"52km NW of Ester, Alaska",earthquake
2014-09-18T16:34:48.500Z,38.0299,141.9595,50.66,4.5,mb,,111,0.938,1.14,us,usb000se0x,2014-09-19T19:08:52.768Z,"71km SE of Ishinomaki, Japan",earthquake
2014-09-18T16:26:36.310Z,38.8284988,-122.795166,2.1,1.47,md,21,61,0.01059,0.02,nc,nc72301626,2014-09-18T19:46:04.353Z,"6km W of Cobb, California",earthquake
2014-09-18T16:19:36.500Z,18.9333,-66.7293,60,2.8,Md,7,280.8,0.49137846,0.18,pr,pr14261012,2014-09-19T19:01:32.000Z,"50km NNE of Hatillo, Puerto Rico",earthquake
2014-09-18T16:19:22.000Z,61.0538,-147.2075,17.8,1.9,ml,,,,0.78,ak,ak11395270,2014-09-18T17:03:51.201Z,"47km W of Valdez, Alaska",earthquake
2014-09-18T16:08:58.000Z,65.1136,-148.9986,14.3,1.5,ml,,,,0.42,ak,ak11395267,2014-09-18T17:03:54.544Z,"55km WNW of Ester, Alaska",earthquake
2014-09-18T16:01:34.000Z,60.045,-152.1924,6,2.1,ml,,,,1.07,ak,ak11395266,2014-09-18T17:03:53.284Z,"36km NW of Anchor Point, Alaska",earthquake
2014-09-18T15:58:40.300Z,35.8145,-97.4122,5,2.4,ml,,52,,0.48,us,usb000se0u,2014-10-02T03:25:56.128Z,"7km S of Guthrie, Oklahoma",earthquake
2014-09-18T15:57:50.500Z,18.218,-66.9783,26,2.4,Md,8,82.8,0.11049278,0.31,pr,pr14261010,2014-09-18T16:43:48.343Z,"4km N of Maricao, Puerto Rico",earthquake
2014-09-18T15:52:10.980Z,38.0073333,-122.2448333,4.68,1.45,md,26,50,0.0146,0.07,nc,nc72301616,2014-09-20T03:49:07.298Z,"3km ESE of Hercules, California",earthquake
2014-09-18T15:49:12.838Z,38.489,-118.0363,8.4028,1.85,ml,14,146.78,0.109,0.1024,nn,nn00459992,2014-09-18T16:50:01.053Z,"43km SSW of Gabbs, Nevada",earthquake
2014-09-18T15:48:01.340Z,38.8341675,-122.7718353,1.68,0.88,md,16,78,0.003985,0.05,nc,nc72301611,2014-09-18T18:19:09.177Z,"4km WNW of Cobb, California",earthquake
2014-09-18T15:47:42.970Z,34.007,-117.2131667,1.1,1.27,ml,34,74,0.06829,0.26,ci,ci37269280,2014-09-18T20:39:54.118Z,"6km SSW of Redlands, California",earthquake
2014-09-18T15:46:46.900Z,18.7628,-64.277,13,3,Md,5,327.6,0.47161552,0.2,pr,pr14261011,2014-09-19T18:59:01.000Z,"52km NE of Road Town, British Virgin Islands",earthquake
2014-09-18T15:43:11.000Z,66.0463,-150.5164,7.1,1.5,ml,,,,0.63,ak,ak11395233,2014-09-18T16:19:19.276Z,"110km ESE of New Allakaket, Alaska",earthquake
2014-09-18T15:30:28.180Z,33.6593333,-116.746,13.97,0.73,ml,20,64,0.05811,0.1,ci,ci37269272,2014-09-18T20:39:35.900Z,"9km S of Idyllwild-Pine Cove, California",earthquake
2014-09-18T15:13:03.000Z,64.6593,-149.5992,19.1,1.5,ml,,,,0.57,ak,ak11395231,2014-09-18T16:19:15.106Z,"24km WNW of North Nenana, Alaska",earthquake
2014-09-18T15:06:20.240Z,40.724,-111.9925,4.79,1.29,ml,16,104,0.1075,0.17,uu,uu60085587,2014-09-18T17:10:45.440Z,"3km NNE of West Valley City, Utah",earthquake
2014-09-18T15:06:15.100Z,38.828,-122.7593,2,1.1,Md,14,64.8,0.00898315,0.04,nc,nc72301601,2014-09-18T15:52:08.407Z,"3km WNW of Cobb, California",earthquake
2014-09-18T15:05:40.210Z,40.7333333,-111.986,4.46,1.4,ml,22,60,0.09768,0.17,uu,uu60085582,2014-09-18T17:04:34.010Z,"4km NNE of West Valley City, Utah",earthquake
2014-09-18T15:04:51.200Z,48.4718,-123.2707,19.8,1.2,Md,,90,0.07186522,0.13,uw,uw60882451,2014-09-18T17:52:13.906Z,"8km ENE of Victoria, Canada",earthquake
2014-09-18T15:02:58.680Z,37.4843333,-118.822,5.46,0.7,md,13,165,0.1057,0.11,nc,nc72301596,2014-09-18T17:06:06.490Z,"22km SE of Mammoth Lakes, California",earthquake
2014-09-18T15:02:46.410Z,35.3798333,-118.4868333,6.83,1.64,ml,18,82,0.1035,0.09,ci,ci37269264,2014-09-18T20:39:17.740Z,"23km S of Bodfish, California",earthquake
2014-09-18T14:57:10.100Z,46.0573,-122.3037,13.7,0.2,Md,,162,0.07186522,0.17,uw,uw60085808,2014-09-21T05:39:29.019Z,"19km NE of Amboy, Washington",earthquake
2014-09-18T14:40:31.000Z,51.8647,-172.4976,41.4,3.1,ml,,,,0.83,ak,ak11395201,2014-09-18T22:43:01.237Z,"109km SW of Amukta Island, Alaska",earthquake
2014-09-18T14:21:50.120Z,36.0001667,-120.5635,4.97,1.11,md,30,87,0.02352,0.08,nc,nc72301591,2014-09-26T04:46:10.146Z,"23km SW of Coalinga, California",earthquake
2014-09-18T14:21:49.220Z,64.7941,-16.9484,8.68,5,mb,,97,6.023,0.65,us,usb000sdyi,2014-09-18T22:24:21.630Z,"102km NW of Hofn, Iceland",earthquake
2014-09-18T14:20:39.710Z,38.9683333,-111.4028333,3.06,1.2,md,7,110,0.1873,0.1,uu,uu60085572,2014-09-19T17:40:24.620Z,"27km WSW of Ferron, Utah",earthquake
2014-09-18T14:20:33.070Z,35.9985,-120.5628333,4.75,0.45,md,23,95,0.02191,0.08,nc,nc72301586,2014-09-26T03:24:35.650Z,"24km SW of Coalinga, California",earthquake
2014-09-18T14:17:58.000Z,60.8988,-147.5642,11.1,1.4,ml,,,,0.66,ak,ak11395196,2014-09-18T21:55:11.737Z,"62km ENE of Whittier, Alaska",earthquake
2014-09-18T14:06:43.000Z,60.0955,-153.4389,156.4,2.2,ml,,,,0.38,ak,ak11395189,2014-09-18T21:55:11.061Z,"58km SW of Redoubt Volcano, Alaska",earthquake
2014-09-18T14:05:36.100Z,46.3205,-122.3748,13.9,0.5,Md,,93.6,0.02694946,0.16,uw,uw60882421,2014-09-18T17:42:21.802Z,"27km SSW of Morton, Washington",earthquake
2014-09-18T14:00:20.000Z,54.19,-166.0649,4.1,0.9,ml,,,,0.26,ak,ak11395186,2014-09-18T21:01:17.116Z,"20km WNW of Akutan, Alaska",earthquake
2014-09-18T13:55:10.997Z,37.0341,-115.2166,0,1.49,ml,15,84.58,0.395,0.1614,nn,nn00459972,2014-09-18T17:39:24.869Z,"37km S of Alamo, Nevada",earthquake
2014-09-18T13:37:01.800Z,18.103,-68.9357,101,3.8,Md,18,316.8,0.66565163,0.36,pr,pr14261009,2014-09-18T22:03:13.017Z,"36km S of La Romana, Dominican Republic",earthquake
2014-09-18T13:14:16.500Z,10.7178,-86.2112,32.44,5.1,mb,,136,1.216,1.19,us,usb000sdy5,2014-09-19T01:21:22.703Z,"65km WNW of Sardinal, Costa Rica",earthquake
2014-09-18T13:09:23.530Z,36.1845,-117.9768333,2.76,1.17,ml,16,106,0.1898,0.13,ci,ci37269256,2014-09-18T20:39:23.036Z,"47km S of Lone Pine, California",earthquake
2014-09-18T12:41:05.000Z,61.5238,-146.3337,31.6,1.9,ml,,,,0.48,ak,ak11395155,2014-09-18T13:17:29.940Z,"43km N of Valdez, Alaska",earthquake
2014-09-18T12:39:07.680Z,39.533,143.5577,15.27,4.5,mb,,135,2.498,0.81,us,usb000sdxz,2014-09-18T20:42:38.143Z,"138km E of Miyako, Japan",earthquake
2014-09-18T12:13:34.000Z,64.4631,-147.93,17.5,0.2,ml,,,,0.3,ak,ak11395132,2014-09-18T21:01:19.302Z,"42km SSW of Badger, Alaska",earthquake
2014-09-18T11:49:32.669Z,37.0607,-115.211,15.6594,1.46,ml,12,106.34,0.369,0.1361,nn,nn00459967,2014-09-18T18:04:21.208Z,"34km S of Alamo, Nevada",earthquake
2014-09-18T11:41:57.800Z,33.6658333,-116.7461667,14.13,0.41,ml,16,74,0.0525,0.14,ci,ci37269248,2014-09-18T20:39:11.790Z,"8km SSW of Idyllwild-Pine Cove, California",earthquake
2014-09-18T11:40:09.110Z,40.465,-123.6223333,21.95,1.52,md,15,90,0.0399,0.11,nc,nc72301576,2014-09-26T04:34:03.622Z,"38km WSW of Hayfork, California",earthquake
2014-09-18T11:38:05.000Z,63.3495,-150.409,1.9,2.5,ml,,,,0.41,ak,ak11395123,2014-09-18T21:03:46.071Z,"73km W of Cantwell, Alaska",earthquake
2014-09-18T11:36:21.200Z,38.8305,-122.868,21.5,0.9,Md,10,230.4,0.00898315,0.16,nc,nc72301571,2014-09-18T14:36:05.208Z,"11km WNW of The Geysers, California",earthquake
2014-09-18T11:17:16.600Z,38.8253,-122.8188,7.5,0.6,Md,7,151.2,0.01796631,0.02,nc,nc72301566,2014-09-18T13:02:05.229Z,"7km NW of The Geysers, California",earthquake
2014-09-18T10:57:26.950Z,37.4993333,-118.8081667,8.43,0.41,md,8,153,0.09205,0.02,nc,nc72301561,2014-09-26T03:13:32.000Z,"21km SE of Mammoth Lakes, California",earthquake
2014-09-18T10:52:27.530Z,37.4973333,-118.806,9.27,1.3,md,32,104,0.06777,0.04,nc,nc72301556,2014-09-19T18:32:02.230Z,"21km SE of Mammoth Lakes, California",earthquake
2014-09-18T10:42:40.040Z,36.1556667,-118.0798333,5.17,1.14,ml,13,85,0.186,0.22,ci,ci37269240,2014-09-18T20:39:07.989Z,"49km S of Lone Pine, California",earthquake
2014-09-18T10:28:48.640Z,36.7216,-97.8704,5,3,mb_lg,,32,0.234,0.47,us,usb000sdxp,2014-09-18T18:13:57.242Z,"15km SW of Medford, Oklahoma",earthquake
2014-09-18T10:23:27.000Z,64.261,-149.0101,20,0.9,ml,,,,0.3,ak,ak11395105,2014-09-18T11:02:13.401Z,"35km S of North Nenana, Alaska",earthquake
2014-09-18T09:37:08.800Z,33.2525,-116.086,7.52,0.9,ml,18,93,0.08831,0.18,ci,ci37269232,2014-09-18T20:38:50.840Z,"13km WSW of Salton City, California",earthquake
2014-09-18T09:31:12.000Z,38.768,-122.7195,2.1,1.2,Md,14,118.8,0.00898315,0.03,nc,nc72301546,2014-09-18T12:03:08.992Z,"3km ESE of The Geysers, California",earthquake
2014-09-18T09:28:12.100Z,46.2432,-122.5223,14.6,0.2,Md,,183.6,0.12576414,0.1,uw,uw60085708,2014-09-22T23:20:56.109Z,"29km E of Castle Rock, Washington",earthquake
2014-09-18T09:18:07.600Z,33.4745,-116.7848333,12.99,0.96,ml,36,41,0.09898,0.14,ci,ci37269224,2014-09-18T20:40:46.650Z,"8km ENE of Aguanga, California",earthquake
2014-09-18T09:10:08.750Z,32.6435,-115.934,9.23,2.13,ml,25,94,0.01068,0.31,ci,ci37269216,2014-09-18T20:39:36.770Z,"28km SW of Seeley, California",earthquake
2014-09-18T09:04:47.700Z,32.6478333,-115.9356667,9.58,1.89,ml,25,90,0.01131,0.29,ci,ci37269208,2014-09-18T20:39:27.660Z,"28km SW of Seeley, California",earthquake
2014-09-18T09:01:28.900Z,38.8362,-122.776,2.8,1.4,Md,27,61.2,0.00898315,0.03,nc,nc72301536,2014-09-18T11:34:05.930Z,"4km WNW of Cobb, California",earthquake
2014-09-18T08:54:45.600Z,47.5723,-122.963,19.4,0.1,Md,,147.6,0.08983153,0.09,uw,uw60882336,2014-09-18T18:39:00.019Z,"12km SW of Seabeck, Washington",earthquake
2014-09-18T08:44:13.420Z,33.4701667,-116.7868333,13.21,2.28,ml,83,25,0.1024,0.2,ci,ci37269200,2014-09-18T20:39:18.890Z,"7km ENE of Aguanga, California",earthquake
2014-09-18T08:38:56.739Z,37.399,-117.1026,6,0.3,ml,7,288.53,0.396,0.134,nn,nn00460741,2014-09-23T20:31:08.329Z,"36km SSE of Goldfield, Nevada",earthquake
2014-09-18T08:04:50.900Z,17.9631,-67.1224,16,1.3,Md,3,280.8,0.04491576,0.07,pr,pr14261007,2014-09-18T12:47:49.682Z,"6km E of Pole Ojea, Puerto Rico",earthquake
2014-09-18T07:59:35.430Z,-23.2076,-66.8317,221.14,4.5,mb,,119,2.006,1.62,us,usb000sdwy,2014-09-18T16:02:44.846Z,"116km W of El Aguilar, Argentina",earthquake
2014-09-18T07:57:33.213Z,38.4319,-118.6639,13.2782,0.45,ml,5,244.08,0.22,0.078,nn,nn00460702,2014-09-23T18:56:49.965Z,"10km SSW of Hawthorne, Nevada",earthquake
2014-09-18T07:55:44.000Z,63.2573,-151.3839,5.4,1.1,ml,,,,0.45,ak,ak11395078,2014-09-18T21:01:20.652Z,"122km NNW of Talkeetna, Alaska",earthquake
2014-09-18T07:45:23.200Z,38.8072,-122.7898,3.5,0.5,Md,12,72,0,0.02,nc,nc72301521,2014-09-18T08:48:03.411Z,"4km NW of The Geysers, California",earthquake
2014-09-18T07:45:12.000Z,64.4519,-149.3829,9.7,1.1,ml,,,,0.56,ak,ak11395076,2014-09-18T08:18:09.035Z,"19km SW of North Nenana, Alaska",earthquake
2014-09-18T07:37:35.130Z,-3.7081,139.9691,35,4.6,mb,,85,7.747,1.28,us,usb000sdwp,2014-09-18T15:42:12.093Z,"137km SSW of Abepura, Indonesia",earthquake
2014-09-18T07:32:05.620Z,38.983,-111.3895,3.4,1.6,md,5,206,0.182,0.03,uu,uu60085557,2014-09-19T17:38:49.760Z,"25km WSW of Ferron, Utah",earthquake
2014-09-18T07:21:42.000Z,46.918,-112.1101,9,2.2,mc,37,107.999991360001,0.1329507,0.26,mb,mb14390877,2014-10-02T19:46:43.644Z,"21km N of Helena Valley Northwest, Montana",earthquake
2014-09-18T07:21:41.500Z,46.9255,-112.0991,0,1.9,mc,13,187.199985024001,0.6288207,0.42,mb,mb30750,2014-09-18T07:19:13.269Z,"22km N of Helena Valley Northwest, Montana",earthquake
2014-09-18T07:13:00.000Z,38.7503,-122.7128,2.1,1,Md,13,122.4,0.01796631,0.03,nc,nc72301501,2014-09-18T08:03:08.557Z,"4km SE of The Geysers, California",earthquake
2014-09-18T07:12:40.920Z,36.1983,-97.2705,5,3.9,mb_lg,,31,0.35,0.6,us,usb000sdw7,2014-10-03T04:07:04.796Z,"10km S of Perry, Oklahoma",earthquake
2014-09-18T07:11:51.900Z,19.2794,-64.801,34,3.3,Md,8,298.8,0.8758574,0.18,pr,pr14261008,2014-09-18T15:15:47.723Z,"97km NNW of Road Town, British Virgin Islands",earthquake
2014-09-18T07:10:15.100Z,17.9081,-67.1081,9,2.2,Md,5,288,0.08623827,0.25,pr,pr14261006,2014-09-18T12:37:16.003Z,"9km SW of La Parguera, Puerto Rico",earthquake
2014-09-18T07:09:41.590Z,38.7536667,-122.714,1.69,1.65,md,57,36,0.01306,0.08,nc,nc72301496,2014-09-20T01:25:07.179Z,"4km SE of The Geysers, California",earthquake
2014-09-18T07:08:53.900Z,19.4028,-155.6372,4,0.8,Md,,151.2,0.00898315,0.05,hv,hv60773656,2014-09-19T20:36:57.155Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2014-09-18T07:06:18.600Z,36.0315,-120.597,5.02,0.69,md,24,114,0.03723,0.07,nc,nc72301486,2014-09-26T03:24:05.090Z,"24km WSW of Coalinga, California",earthquake
2014-09-18T07:06:01.730Z,37.6375,-118.9428333,7.18,0.43,md,13,75,0.02438,0.02,nc,nc72301491,2014-09-18T16:40:03.669Z,"2km ESE of Mammoth Lakes, California",earthquake
2014-09-18T07:05:48.950Z,37.6403333,-118.9395,7.54,0.32,md,10,83,0.02567,0.03,nc,nc72301481,2014-09-18T16:57:05.590Z,"3km ESE of Mammoth Lakes, California",earthquake
2014-09-18T07:04:31.000Z,60.0244,-151.58,12.3,1.6,ml,,,,0.4,ak,ak11395070,2014-09-18T07:33:22.419Z,"30km NNE of Anchor Point, Alaska",earthquake
2014-09-18T07:03:23.600Z,46.9111,-112.1065,4.2,1.7,mc,25,107.999991360001,0.1383406,0.24,mb,mb14864726,2014-10-02T19:46:39.303Z,"20km N of Helena Valley Northwest, Montana",earthquake
2014-09-18T07:03:19.200Z,19.4943,-155.5795,0,0.9,Md,,57.6,0.01796631,0.17,hv,hv60773651,2014-09-19T20:13:17.456Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-09-18T07:03:11.100Z,47.3632,-122.7002,4.9,0.6,Md,,165.6,0.19762936,0.33,uw,uw60882311,2014-09-18T18:36:18.722Z,"4km WSW of Wauna, Washington",earthquake
2014-09-18T06:52:18.500Z,18.908,-64.9179,10,2.5,Md,3,324,0.55426053,0.2,pr,pr14261004,2014-09-18T14:54:59.243Z,"62km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-09-18T06:29:35.590Z,38.7525,-122.7185,2,2.29,md,75,26,0.01295,0.07,nc,nc72301466,2014-09-23T04:23:04.485Z,"4km SE of The Geysers, California",earthquake
2014-09-18T06:22:39.000Z,63.0569,-150.7105,43.9,1.6,ml,,,,2.81,ak,ak11395057,2014-09-18T06:54:23.811Z,"87km NNW of Talkeetna, Alaska",earthquake
2014-09-18T06:15:22.800Z,46.9178,-112.1106,9,1.9,mc,32,107.999991360001,0.1329507,0.21,mb,mb14338575,2014-10-02T19:46:35.314Z,"21km N of Helena Valley Northwest, Montana",earthquake
2014-09-18T06:12:47.525Z,38.6358,-119.7221,3.3498,0.74,ml,3,200.54,0.258,0.0215,nn,nn00460699,2014-09-23T18:48:41.787Z,"28km S of Gardnerville Ranchos, Nevada",earthquake
2014-09-18T05:57:39.500Z,46.4985,-122.4107,17.9,0.4,Md,,133.2,0.12576414,0.14,uw,uw60882286,2014-09-18T18:17:16.586Z,"12km WSW of Morton, Washington",earthquake
2014-09-18T05:56:38.180Z,43.8535,146.3106,77.46,4.8,mb,,100,2.696,0.89,us,usb000sdvm,2014-09-18T13:59:18.718Z,"33km W of Shikotan, Russia",earthquake
2014-09-18T05:56:35.240Z,36.4978333,-121.0716667,6.38,0.94,md,13,130,0.07928,0.07,nc,nc72301456,2014-09-26T03:12:01.250Z,"24km ENE of Soledad, California",earthquake
2014-09-18T05:48:28.800Z,43.7053,-121.2202,7.3,1.6,Ml,,187.2,0.04491576,0.21,uw,uw60882276,2014-09-18T23:29:30.708Z,"23km ESE of Three Rivers, Oregon",earthquake
