time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-10-10T21:00:02.120Z,37.6321667,-119.0431667,2.36,0.25,md,10,71,0.009242,0.04,nc,nc72324551,2014-10-10T22:44:03.224Z,"6km WSW of Mammoth Lakes, California",earthquake
2014-10-10T20:55:08.020Z,37.480999,-118.7839966,6.31,0.89,md,8,181,0.1146,0.02,nc,nc72324546,2014-10-10T21:16:05.782Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T20:25:05.930Z,38.8223343,-122.7655029,2.55,0.88,md,11,91,0.008825,0.01,nc,nc72324541,2014-10-10T20:59:07.336Z,"3km W of Cobb, California",earthquake
2014-10-10T20:23:37.510Z,37.4775009,-118.7866669,8.07,2.2,md,29,57,0.1173,0.06,nc,nc72324531,2014-10-11T02:31:39.962Z,"25km SE of Mammoth Lakes, California",earthquake
2014-10-10T20:21:25.080Z,38.8218346,-122.7671661,2.68,0.87,md,14,79,0.008887,0.02,nc,nc72324526,2014-10-10T20:48:06.048Z,"3km W of Cobb, California",earthquake
2014-10-10T20:16:58.060Z,36.559,142.4145,37.74,4.7,mb,,160,1.823,0.99,us,usb000skvc,2014-10-11T18:42:32.215Z,"147km ESE of Iwaki, Japan",earthquake
2014-10-10T20:08:42.410Z,35.3,-117.4541667,2.73,1.3,ml,19,67,0.1829,0.13,ci,ci37277848,2014-10-13T23:45:26.727Z,"37km NNE of Boron, California",earthquake
2014-10-10T19:57:49.000Z,60.1088,-152.5011,83,2,ml,,,,0.3,ak,ak11414799,2014-10-10T20:20:12.954Z,"44km SSE of Redoubt Volcano, Alaska",earthquake
2014-10-10T19:50:22.500Z,19.4213,-155.6123,2.4,2.7,Ml,,97.2,0.02694946,0.16,hv,hv60787171,2014-10-11T18:11:27.000Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-10-10T19:49:11.300Z,46.7223,-122.0893,0,0.7,Md,,183.6,0.19762936,0.14,uw,uw60890452,2014-10-12T04:11:52.868Z,"21km SE of Eatonville, Washington",quarry
2014-10-10T19:48:07.050Z,38.7993317,-122.7998352,3.93,0.7,md,10,100,0.009322,0.02,nc,nc72324511,2014-10-10T20:08:05.529Z,"4km WNW of The Geysers, California",earthquake
2014-10-10T19:40:25.000Z,44.5688,-122.6382,0,1.3,Md,,190.8,0.08084838,0.05,uw,uw60890442,2014-10-10T20:03:49.605Z,"20km NNE of Sweet Home, Oregon",quarry
2014-10-10T19:25:10.190Z,39.1606667,-111.4658333,6.21,1.12,ml,6,120,0.1686,0.07,uu,uu60087997,2014-10-13T16:14:04.620Z,"18km SE of Manti, Utah",earthquake
2014-10-10T19:19:38.050Z,37.6555,-118.8488333,3.59,0.2,md,8,155,0.02031,0.02,nc,nc71087299,2014-10-10T21:48:06.527Z,"10km E of Mammoth Lakes, California",earthquake
2014-10-10T19:19:26.160Z,40.4048333,-121.54,5.83,0.6,md,7,147,0.06163,0.08,nc,nc72324506,2014-10-10T22:06:04.020Z,"28km WNW of Chester, California",earthquake
2014-10-10T19:18:26.880Z,40.4043333,-121.5433333,4.89,0.17,md,5,148,0.06285,0.08,nc,nc72324581,2014-10-10T22:01:08.469Z,"28km WNW of Chester, California",earthquake
2014-10-10T19:16:31.280Z,40.4021667,-121.5415,4.85,0.54,md,6,149,0.06451,0.08,nc,nc71087289,2014-10-10T21:39:05.482Z,"28km WNW of Chester, California",earthquake
2014-10-10T19:16:05.840Z,38.3311667,-122.3821667,7.77,1,md,8,119,0.06158,0.02,nc,nc71087294,2014-10-10T21:50:06.772Z,"7km ENE of Sonoma, California",earthquake
2014-10-10T19:16:03.950Z,40.4001667,-121.5413333,3.6,1.07,md,7,84,0.06639,0.09,nc,nc72324501,2014-10-10T23:08:05.787Z,"28km WNW of Chester, California",earthquake
2014-10-10T19:11:02.420Z,34.048,-117.337,0.01,1.15,ml,24,102,0.04775,0.24,ci,ci37277840,2014-10-13T23:41:31.706Z,"2km NW of Grand Terrace, California",quarry_blast
2014-10-10T18:59:00.650Z,-32.085,-110.7745,10,5.2,mb,,31,5.097,0.75,us,usb000skuc,2014-10-11T18:42:12.027Z,"Southern East Pacific Rise",earthquake
2014-10-10T18:37:53.200Z,46.1982,-122.1817,4.5,0.2,Md,,136.8,0.02694946,0.15,uw,uw60890347,2014-10-10T19:54:52.634Z,"38km NNE of Amboy, Washington",earthquake
2014-10-10T18:34:32.300Z,49.0627,-122.2218,0,0.9,Md,,331.2,0.08983153,0.08,uw,uw60890342,2014-10-10T19:52:47.379Z,"2km ENE of Abbotsford, Canada",quarry
2014-10-10T18:27:15.800Z,19.1905,-64.6887,30,2.6,Md,3,342,1.04204573,0.02,pr,pr14283006,2014-10-11T15:51:58.000Z,"86km N of Road Town, British Virgin Islands",earthquake
2014-10-10T18:24:58.750Z,38.8223343,-122.8311691,1.18,0.56,md,7,112,0.003115,0.01,nc,nc72324481,2014-10-10T18:39:10.710Z,"8km NW of The Geysers, California",earthquake
2014-10-10T18:14:04.620Z,38.8219986,-122.828331,1.07,0.79,md,15,91,0.01433,0.03,nc,nc72324476,2014-10-10T18:15:38.260Z,"7km NW of The Geysers, California",earthquake
2014-10-10T18:13:34.490Z,38.8206673,-122.8270035,1.28,2.34,md,46,36,0.00673,0.05,nc,nc72324471,2014-10-11T02:16:12.564Z,"7km NW of The Geysers, California",earthquake
2014-10-10T17:52:06.400Z,19.1355,-64.6924,25,3.4,Md,17,277.2,0.71865223,0.23,pr,pr14283005,2014-10-11T15:47:47.000Z,"79km N of Road Town, British Virgin Islands",earthquake
2014-10-10T17:38:41.280Z,38.840332,-122.8018341,2.39,0.89,md,15,56,0.009176,0.02,nc,nc72324456,2014-10-10T18:24:04.087Z,"7km WNW of Cobb, California",earthquake
2014-10-10T17:36:10.890Z,38.7843323,-122.7483368,1.1,0.47,md,7,111,0.009141,0.01,nc,nc72324446,2014-10-10T18:13:02.823Z,"1km NE of The Geysers, California",earthquake
2014-10-10T17:26:20.900Z,35.7689,-97.1201,5.31,2.8,mb_lg,,18,0.127,0.54,us,usb000skt3,2014-10-11T15:48:35.000Z,"13km NNE of Luther, Oklahoma",earthquake
2014-10-10T17:20:57.990Z,38.8238335,-122.8284988,1.13,0.89,md,10,142,0.005152,0.03,nc,nc72324441,2014-10-10T17:47:04.967Z,"8km NW of The Geysers, California",earthquake
2014-10-10T17:16:44.180Z,38.8233337,-122.8278351,1.08,0.69,md,10,84,0.005624,0.02,nc,nc72324436,2014-10-10T17:32:03.308Z,"8km NW of The Geysers, California",earthquake
2014-10-10T17:12:25.480Z,-32.7735,-111.6128,10,5.2,mb,,45,5.964,1.02,us,usb000skt1,2014-10-11T15:11:40.000Z,"Southern East Pacific Rise",earthquake
2014-10-10T17:03:47.950Z,35.7995,-117.5625,1.89,1.09,ml,19,75,0.03275,0.14,ci,ci37277832,2014-10-13T23:37:01.665Z,"14km WNW of Searles Valley, California",earthquake
2014-10-10T17:02:09.110Z,44.8408333,-110.6826667,1.12,0.34,md,8,223,0.1253,0.25,uu,uu60087977,2014-10-13T14:47:26.560Z,"38km ENE of West Yellowstone, Montana",earthquake
2014-10-10T17:00:16.800Z,48.4083,-121.893,8.6,0.3,Md,,108,0.1527136,0.05,uw,uw60890212,2014-10-10T17:48:58.362Z,"23km WSW of Rockport, Washington",earthquake
2014-10-10T16:58:04.570Z,37.4716682,-118.8170013,5.29,1.36,md,19,173,0.1185,0.04,nc,nc72324431,2014-10-11T02:31:39.482Z,"23km SE of Mammoth Lakes, California",earthquake
2014-10-10T16:53:37.250Z,35.7136667,-117.7,10.14,0.92,ml,16,104,0.04629,0.26,ci,ci37277824,2014-10-13T23:34:51.641Z,"9km NE of China Lake Acres, California",earthquake
2014-10-10T16:46:07.650Z,40.3931667,-121.5421667,2.03,0.57,md,6,157,0.07331,0.09,nc,nc72324421,2014-10-10T18:35:05.299Z,"28km WNW of Chester, California",earthquake
2014-10-10T16:38:30.490Z,35.665,-117.53,8.12,0.61,ml,16,75,0.09585,0.11,ci,ci37277816,2014-10-13T23:21:26.527Z,"13km ENE of Ridgecrest, California",earthquake
2014-10-10T16:34:59.000Z,64.7909,-147.7554,18.5,0.6,ml,,,,0.28,ak,ak11414419,2014-10-10T16:51:06.793Z,"5km SSW of Fairbanks, Alaska",earthquake
2014-10-10T16:30:42.000Z,64.2786,-148.3517,0,1.8,ml,,,,0.6,ak,ak11414406,2014-10-10T16:51:07.416Z,"49km SE of North Nenana, Alaska",earthquake
2014-10-10T16:22:59.370Z,-5.5692,154.3954,162.48,4.8,mb,,77,2.611,0.82,us,usb000sksf,2014-10-11T00:25:33.553Z,"145km WNW of Arawa, Papua New Guinea",earthquake
2014-10-10T16:18:24.880Z,35.7807,-97.0945,4.24,3.3,mb_lg,,34,0.168,0.76,us,usb000sksa,2014-10-10T22:16:16.860Z,"16km NE of Luther, Oklahoma",earthquake
2014-10-10T16:16:21.460Z,-6.304,130.1355,113.29,4.6,mb,,90,2.028,1.11,us,usb000sksc,2014-10-11T00:19:21.031Z,"223km NW of Saumlaki, Indonesia",earthquake
2014-10-10T16:08:30.000Z,60.6266,-152.1024,96,1.5,ml,,,,0.6,ak,ak11414369,2014-10-10T16:16:21.890Z,"38km ENE of Redoubt Volcano, Alaska",earthquake
2014-10-10T16:01:56.830Z,37.4813347,-118.7854996,6.82,1.41,md,8,197,0.05117,0.03,nc,nc72324396,2014-10-11T02:31:39.430Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T15:56:12.310Z,40.309,-121.5543333,5.01,0.57,md,7,134,0.1331,0.04,nc,nc72324391,2014-10-10T18:19:08.474Z,"27km W of Chester, California",earthquake
2014-10-10T15:41:59.170Z,37.7495003,-122.5656662,12.56,1.33,md,10,100,0.1562,0.02,nc,nc72324381,2014-10-10T20:02:09.830Z,"10km WNW of Daly City, California",earthquake
2014-10-10T15:41:20.860Z,34.0418333,-116.9641667,16.14,0.8,ml,14,96,0.02107,0.12,ci,ci37277808,2014-10-13T23:19:31.495Z,"7km E of Yucaipa, California",earthquake
2014-10-10T15:32:06.860Z,39.5648346,-123.3691635,7.61,1.95,md,8,85,0.08567,0.03,nc,nc72324371,2014-10-10T19:27:11.067Z,"13km N of Brooktrails, California",earthquake
2014-10-10T15:28:31.640Z,33.494,-116.498,14.92,0.57,ml,22,93,0.06715,0.11,ci,ci37277800,2014-10-13T23:18:01.484Z,"17km ESE of Anza, California",earthquake
2014-10-10T15:24:23.000Z,65.131,-148.9979,0.1,1.4,ml,,,,0.64,ak,ak11414342,2014-10-10T15:45:42.540Z,"56km NW of Ester, Alaska",earthquake
2014-10-10T15:08:43.300Z,33.2273333,-116.7428333,13.02,0.92,ml,30,80,0.01589,0.15,ci,ci37277792,2014-10-13T23:16:41.470Z,"21km NW of Julian, California",earthquake
2014-10-10T15:01:55.350Z,39.5653343,-123.3676682,7.69,1.75,md,6,171,0.08583,0.01,nc,nc72324366,2014-10-10T18:58:07.852Z,"13km N of Brooktrails, California",earthquake
2014-10-10T14:54:06.340Z,37.6641655,-118.8564987,5.75,1.58,md,19,138,0.03086,0.04,nc,nc72324351,2014-10-10T18:28:09.568Z,"10km E of Mammoth Lakes, California",earthquake
2014-10-10T14:50:56.540Z,37.6689987,-118.8606644,5.43,1.16,md,13,167,0.0367,0.03,nc,nc72324346,2014-10-10T18:07:07.158Z,"10km ENE of Mammoth Lakes, California",earthquake
2014-10-10T14:48:29.580Z,37.4811668,-118.7850037,6.1,1.52,md,19,154,0.1142,0.03,nc,nc72324341,2014-10-13T16:08:43.846Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T14:47:48.000Z,61.231,-152.2854,5,0.5,ml,,,,,ak,ak11414306,2014-10-10T15:04:36.003Z,"80km NW of Nikiski, Alaska",earthquake
2014-10-10T14:47:37.000Z,61.3638,-146.8211,17.4,2.1,ml,,,,0.8,ak,ak11414304,2014-10-10T15:04:35.361Z,"36km NW of Valdez, Alaska",earthquake
2014-10-10T14:40:21.210Z,37.6698341,-118.8501663,1.49,0.82,md,7,165,0.02926,0.01,nc,nc72324336,2014-10-10T16:39:06.529Z,"11km ENE of Mammoth Lakes, California",earthquake
2014-10-10T14:23:56.000Z,59.4619,-152.5054,109,2.6,ml,,,,0.89,ak,ak11414294,2014-10-10T15:32:47.250Z,"51km SW of Anchor Point, Alaska",earthquake
2014-10-10T14:18:50.300Z,18.0373,-67.7163,8,2.7,Md,8,316.8,0.57851504,0.25,pr,pr14283004,2014-10-10T22:21:17.796Z,"56km W of Puerto Real, Puerto Rico",earthquake
2014-10-10T14:10:08.660Z,33.3521667,-116.3448333,14.56,0.92,ml,32,104,0.0315,0.14,ci,ci37277784,2014-10-13T23:15:09.900Z,"11km NNE of Borrego Springs, California",earthquake
2014-10-10T14:09:35.800Z,18.0545,-67.6918,4,2.8,Md,8,313.2,0.55605716,0.27,pr,pr14283003,2014-10-10T22:12:14.101Z,"53km W of Puerto Real, Puerto Rico",earthquake
2014-10-10T13:51:21.360Z,35.9641,-96.7734,4.32,4.3,mb,,43,0.213,0.42,us,usb000skq4,2014-10-14T01:28:31.565Z,"2km SSW of Cushing, Oklahoma",earthquake
2014-10-10T13:19:17.000Z,62.0737,-153.4264,0.4,2.1,ml,,,,0.78,ak,ak11414254,2014-10-10T13:40:11.440Z,"148km SE of McGrath, Alaska",earthquake
2014-10-10T13:10:52.120Z,44.7248333,-111.108,10.44,0.15,md,9,86,0.08036,0.13,uu,uu60087957,2014-10-10T15:45:15.820Z,"6km N of West Yellowstone, Montana",earthquake
2014-10-10T13:00:04.200Z,18.361,-67.3645,4,2.7,Md,15,280.8,0.26230806,0.37,pr,pr14283002,2014-10-10T21:02:37.170Z,"12km W of Rincon, Puerto Rico",earthquake
2014-10-10T12:59:45.817Z,37.4736,-118.7974,2,0.05,ml,4,167.97,0.061,,nn,nn00463381,2014-10-13T16:08:39.299Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T12:58:17.540Z,4.3935,126.2771,61.61,4.9,mb,,92,2.747,0.98,us,usb000sknj,2014-10-10T21:00:51.193Z,"143km SE of Sarangani, Philippines",earthquake
2014-10-10T12:51:25.620Z,37.480999,-118.7854996,6.4,1.2,md,17,158,0.05121,0.02,nc,nc72324291,2014-10-13T16:08:35.411Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T12:39:43.770Z,37.4776649,-118.793335,5.45,0.89,md,8,188,0.05788,0.01,nc,nc72324276,2014-10-10T13:04:03.229Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T12:38:10.550Z,37.4783325,-118.7860031,6.09,2.66,ml,30,69,0.1166,0.04,nc,nc72324261,2014-10-11T02:39:42.871Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T12:37:51.480Z,35.3126667,-118.5701667,7.15,2.49,ml,39,80,0.124,0.17,ci,ci37277768,2014-10-11T02:31:39.068Z,"17km NNE of Bear Valley Springs, California",earthquake
2014-10-10T12:36:42.550Z,34.0443333,-117.1245,9.63,0.88,ml,21,120,0.01338,0.13,ci,ci37277760,2014-10-10T23:09:24.030Z,"2km SSE of Mentone, California",earthquake
2014-10-10T12:09:59.040Z,32.9938333,-116.34,10.21,0.77,ml,12,115,0.1072,0.17,ci,ci37277752,2014-10-10T23:06:48.710Z,"26km NE of Pine Valley, California",earthquake
2014-10-10T12:06:00.840Z,40.4088333,-121.5435,6.94,0.29,md,6,144,0.05863,0.06,nc,nc72324251,2014-10-10T18:21:08.720Z,"28km WNW of Chester, California",earthquake
2014-10-10T12:02:39.480Z,33.4903333,-116.4448333,15.32,1.17,ml,39,85,0.03665,0.16,ci,ci37277744,2014-10-10T23:07:26.930Z,"22km SSW of La Quinta, California",earthquake
2014-10-10T11:54:00.000Z,61.7473,-154.6537,4.9,2,ml,,,,0.66,ak,ak11414221,2014-10-10T12:10:44.555Z,"143km SSE of McGrath, Alaska",earthquake
2014-10-10T11:41:59.000Z,59.8208,-153.062,116.6,2.8,ml,,,,0.49,ak,ak11414219,2014-10-10T19:44:34.311Z,"69km W of Anchor Point, Alaska",earthquake
2014-10-10T11:41:31.690Z,38.2333336,-122.3286667,7.94,1.43,md,13,169,0.02779,0.06,nc,nc72324246,2014-10-10T16:36:06.194Z,"8km SSW of Napa, California",earthquake
2014-10-10T11:32:57.960Z,40.4073333,-121.5371667,6.36,1.4,md,7,146,0.05866,0.08,nc,nc72324241,2014-10-11T02:51:07.584Z,"28km WNW of Chester, California",earthquake
2014-10-10T11:32:07.190Z,40.4083333,-121.538,6.21,1.57,md,9,82,0.05785,0.08,nc,nc72324236,2014-10-11T02:22:04.408Z,"28km WNW of Chester, California",earthquake
2014-10-10T11:31:34.180Z,40.4056667,-121.529,5.44,1.75,md,14,88,0.05907,0.18,nc,nc72324231,2014-10-10T22:05:08.893Z,"27km WNW of Chester, California",earthquake
2014-10-10T11:26:16.820Z,64.6592,-16.5447,7.78,4.8,mb,,81,11.475,0.89,us,usb000skmw,2014-10-10T19:28:56.761Z,"78km NW of Hofn, Iceland",earthquake
2014-10-10T11:19:17.750Z,33.6316667,-116.697,15.04,0.73,ml,26,54,0.04188,0.09,ci,ci37277736,2014-10-10T23:04:16.870Z,"8km NNW of Anza, California",earthquake
2014-10-10T11:13:37.340Z,38.8253326,-122.7946701,3.63,0.53,md,9,121,0.01349,0.01,nc,nc72324216,2014-10-10T11:32:03.389Z,"6km W of Cobb, California",earthquake
2014-10-10T10:52:59.000Z,53.5026,-165.2711,32.8,2.1,ml,,,,0.41,ak,ak11414195,2014-10-10T16:51:08.038Z,"77km SSE of Akutan, Alaska",earthquake
2014-10-10T10:52:52.600Z,17.9074,-67.1214,7,2.6,Md,17,266.4,0.09522142,0.12,pr,pr14283000,2014-10-10T18:55:23.207Z,"10km SE of Pole Ojea, Puerto Rico",earthquake
2014-10-10T10:52:37.960Z,8.4965,-83.0234,18.11,4.6,mb,,147,1.841,0.88,us,usb000skmp,2014-10-10T11:40:16.177Z,"18km SSW of Corredor, Costa Rica",earthquake
2014-10-10T10:43:11.000Z,59.8318,-151.0714,42.2,1.2,ml,,,,0.12,ak,ak11414194,2014-10-10T10:56:56.954Z,"16km NE of Fritz Creek, Alaska",earthquake
2014-10-10T10:24:44.000Z,61.3782,-149.4476,33.7,2,ml,,,,0.64,ak,ak11414173,2014-10-10T10:36:14.604Z,"17km SSE of Knik-Fairview, Alaska",earthquake
2014-10-10T10:22:06.000Z,60.0004,-152.0899,51.3,1.9,ml,,,,0.1,ak,ak11414172,2014-10-10T10:36:14.011Z,"28km NNW of Anchor Point, Alaska",earthquake
2014-10-10T10:18:30.310Z,39.5986671,-120.7218323,13.65,1.65,md,7,210,0.0516,0.06,nc,nc72324206,2014-10-12T11:38:56.260Z,"11km ENE of Downieville, California",earthquake
2014-10-10T10:11:10.800Z,19.6578,-155.323,1.2,2.8,Ml,,338.4,0.19762936,0.25,hv,hv60787101,2014-10-10T18:13:39.076Z,"25km WSW of Hilo, Hawaii",earthquake
2014-10-10T10:04:58.300Z,34.9991667,-116.9115,3.52,0.92,ml,10,72,0.1421,0.16,ci,ci37277728,2014-10-10T23:02:16.581Z,"15km NE of Barstow, California",earthquake
2014-10-10T10:04:01.000Z,65.8176,-151.1377,2.2,2.2,ml,,,,0.86,ak,ak11414171,2014-10-10T10:15:02.669Z,"84km NNE of Tanana, Alaska",earthquake
2014-10-10T09:57:32.000Z,61.7062,-153.8123,0,1.9,ml,,,,0.46,ak,ak11414169,2014-10-10T10:15:02.076Z,"147km NNW of Redoubt Volcano, Alaska",earthquake
2014-10-10T09:54:58.890Z,37.4811668,-118.7836685,6.57,1.25,md,18,157,0.04975,0.02,nc,nc72324201,2014-10-11T02:31:38.826Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T09:45:21.700Z,20.1818,-155.3187,16,1.7,Md,,288,0.43119134,0.13,hv,hv60787091,2014-10-10T19:45:04.554Z,"19km NE of Honoka'a, Hawaii",earthquake
2014-10-10T09:41:47.490Z,33.4431667,-116.6116667,4.33,0.08,ml,10,274,0.052,0.04,ci,ci37277720,2014-10-10T22:59:47.590Z,"13km SSE of Anza, California",earthquake
2014-10-10T09:33:53.790Z,34.1061667,-117.3175,18.54,2.39,ml,102,17,0.02874,0.18,ci,ci37277712,2014-10-12T00:17:18.540Z,"2km W of San Bernardino, California",earthquake
2014-10-10T09:29:53.680Z,38.314167,-122.6296692,2.84,1.52,md,9,86,0.05338,0.03,nc,nc72324176,2014-10-10T13:04:03.227Z,"3km ENE of Penngrove, California",earthquake
2014-10-10T09:29:16.000Z,63.097,-151.4403,0,1.8,ml,,,,0.58,ak,ak11414167,2014-10-10T09:46:49.073Z,"109km NW of Talkeetna, Alaska",earthquake
2014-10-10T09:26:59.650Z,37.4749985,-118.7858353,8.51,2.13,md,18,127,0.1199,0.05,nc,nc72324171,2014-10-11T02:40:02.251Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T09:26:41.240Z,37.4758339,-118.7861633,7.55,2.6,md,27,57,0.119,0.05,nc,nc72324166,2014-10-11T02:39:05.767Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T09:26:38.280Z,38.3121681,-122.6299973,3.97,2.16,md,29,37,0.05488,0.1,nc,nc72324161,2014-10-10T13:00:07.780Z,"3km ENE of Penngrove, California",earthquake
2014-10-10T09:25:30.470Z,38.3073349,-122.6308365,1.76,2.16,md,31,38,0.05868,0.13,nc,nc72324156,2014-10-10T12:31:09.672Z,"3km ENE of Penngrove, California",earthquake
2014-10-10T09:19:45.300Z,47.4288,-116.0091,2,2.3,mc,25,100.799991936001,0.6755331,0.3,mb,mb14967792,2014-10-14T02:02:50.032Z,"7km SW of Wallace, Idaho",earthquake
2014-10-10T09:18:03.700Z,46.8552,-121.7623,4.6,-0.3,Md,,75.6,0.01796631,0.07,uw,uw60890082,2014-10-12T03:41:59.666Z,"28km NNW of Packwood, Washington",earthquake
2014-10-10T09:07:42.200Z,33.5068333,-116.5461667,16.07,0.12,ml,16,105,0.04836,0.14,ci,ci37226781,2014-10-10T19:26:09.211Z,"12km ESE of Anza, California",earthquake
2014-10-10T09:07:11.640Z,33.3491667,-116.342,13.8,0.65,ml,26,131,0.1024,0.18,ci,ci37277696,2014-10-10T19:22:10.130Z,"10km NNE of Borrego Springs, California",earthquake
2014-10-10T09:03:08.450Z,37.4804993,-118.7839966,5.93,1.59,md,24,154,0.1151,0.03,nc,nc72324151,2014-10-11T02:38:35.107Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T09:02:25.100Z,37.4806671,-118.784668,6.09,1.78,md,25,154,0.1147,0.03,nc,nc72324146,2014-10-11T02:38:26.715Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T09:01:53.800Z,36.0221667,-117.775,2.14,0.52,ml,10,86,0.04818,0.1,ci,ci37277688,2014-10-10T19:19:10.115Z,"41km N of Inyokern, California",earthquake
2014-10-10T08:54:10.150Z,34.4296667,-118.6333333,1.71,1.3,ml,36,39,0.02837,0.42,ci,ci37277680,2014-10-10T19:15:45.040Z,"2km SE of Val Verde, California",earthquake
2014-10-10T08:50:32.000Z,63.5246,-148.9959,14.2,1.2,ml,,,,0.7,ak,ak11414165,2014-10-10T08:59:39.462Z,"14km N of Cantwell, Alaska",earthquake
2014-10-10T08:41:39.500Z,46.3731,-111.4145,2.5,1.4,mc,11,172.799986176001,0.265003,0.09,mb,mb14441641,2014-10-13T20:24:26.954Z,"10km NE of Townsend, Montana",earthquake
2014-10-10T08:21:06.320Z,37.480999,-118.7841644,6.06,1.64,md,24,153,0.1146,0.03,nc,nc72324131,2014-10-11T02:38:14.474Z,"24km SE of Mammoth Lakes, California",earthquake
2014-10-10T08:13:23.200Z,38.821167,-122.8033371,3.36,0.78,md,16,83,0.005713,0.02,nc,nc72324121,2014-10-10T10:37:02.450Z,"6km W of Cobb, California",earthquake
2014-10-10T08:09:21.300Z,18.2014,-67.5565,37,2.3,Md,3,334.8,0.44825933,0.18,pr,pr14283001,2014-10-10T12:08:09.049Z,"35km WSW of Rincon, Puerto Rico",earthquake
2014-10-10T08:04:30.100Z,43.7208,-121.3153,1.6,-0.7,Md,,201.6,0.00898315,0.03,uw,uw60890067,2014-10-10T17:55:54.128Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-10T08:04:27.000Z,60.4687,-142.9004,18.2,1.5,ml,,,,0.1,ak,ak11414163,2014-10-10T08:21:05.974Z,"51km NNW of Cape Yakataga, Alaska",earthquake
2014-10-10T07:50:42.220Z,38.7753334,-122.6981659,0.33,0.6,md,4,171,0.007199,0,nc,nc72324111,2014-10-10T10:12:04.783Z,"5km SSE of Cobb, California",earthquake
2014-10-10T07:44:36.720Z,34.0228333,-118.0305,11.56,0.86,ml,14,174,0.02607,0.14,ci,ci37277664,2014-10-10T19:00:24.390Z,"3km SSE of South El Monte, California",earthquake
2014-10-10T07:38:35.760Z,35.8311,-97.432,5,2.8,mb_lg,,68,0.039,0.4,us,usb000skl3,2014-10-10T22:39:27.759Z,"5km S of Guthrie, Oklahoma",earthquake
2014-10-10T07:33:07.540Z,44.2389,149.0501,26.03,5.2,mb,,99,4.646,0.7,us,usb000skl2,2014-10-10T15:35:45.001Z,"144km SE of Kuril'sk, Russia",earthquake
2014-10-10T07:29:18.100Z,32.591,-116.0738333,1.1,0.99,ml,16,112,0.05333,0.12,ci,ci37277656,2014-10-10T18:57:34.840Z,"37km E of Campo, California",earthquake
2014-10-10T07:22:57.280Z,33.6466667,-116.7131667,16.29,0.43,ml,21,75,0.03962,0.09,ci,ci37277648,2014-10-10T18:54:45.460Z,"10km S of Idyllwild, California",earthquake
2014-10-10T07:13:50.850Z,36.6985016,-121.3359985,5.38,1.14,md,15,48,0.01238,0.02,nc,nc72324096,2014-10-10T10:58:04.701Z,"12km SSE of Ridgemark, California",earthquake
2014-10-10T07:12:20.706Z,39.3494,-120,5.1824,0.96,ml,20,56.04,0.063,0.116,nn,nn00463357,2014-10-11T02:38:01.870Z,"11km NNW of Incline Village, Nevada",earthquake
2014-10-10T07:07:19.400Z,42.1643,-124.0015,15.8,2.6,Md,,316.8,1.1049278,0.47,uw,uw60890052,2014-10-10T16:06:50.500Z,"25km ENE of Harbor, Oregon",earthquake
2014-10-10T07:06:51.700Z,40.4103333,-125.4391667,24.32,3.64,mw,26,281,0.8433,0.18,nc,nc72324081,2014-10-11T04:34:08.768Z,"101km W of Ferndale, California",earthquake
2014-10-10T06:57:20.700Z,19.4193,-155.316,5.7,1.8,Ml,,46.8,0.01796631,0.09,hv,hv60787046,2014-10-10T20:00:24.723Z,"8km W of Volcano, Hawaii",earthquake
2014-10-10T06:54:56.600Z,43.7268,-121.3138,1.8,0,Md,,190.8,0.00898315,0.03,uw,uw60890047,2014-10-10T18:04:56.030Z,"16km SE of Three Rivers, Oregon",earthquake
2014-10-10T06:47:12.080Z,37.6660004,-122.5165024,9.96,1.33,md,8,210,0.04383,0.01,nc,nc72324071,2014-10-10T10:13:04.907Z,"3km SW of Broadmoor, California",earthquake
2014-10-10T06:25:12.440Z,36.172,-118.0315,0.06,1.24,ml,26,79,0.1529,0.18,ci,ci37277640,2014-10-10T18:52:26.250Z,"48km S of Lone Pine, California",earthquake
2014-10-10T06:23:01.910Z,8.4697,-83.1288,43.61,4.7,mb,,88,1.805,1.11,us,usb000skkx,2014-10-10T11:04:47.489Z,"19km SSE of Golfito, Costa Rica",earthquake
2014-10-10T05:29:08.000Z,63.0042,-150.2332,93.5,2.1,ml,,,,0.44,ak,ak11414118,2014-10-10T05:46:06.589Z,"76km N of Talkeetna, Alaska",earthquake
